,Session Reference,Log Record Identifier,Language,Frequency,Operating Mode,Antenna Mode,Accessory Mode,GPS Mode,RTC Time Updated,spare bit,BT Mode,BT ASCII Format,BLE Mode,BLE ASCII Format,Battery Type,Volume Setting,Tx O/P Setting,Power Mode,Sonde/Line,LR Arrows Type,Depth Units,Tx Status,Compass Enabled,Strike Alert Enabled,Swing Alert Enabled,Side Step Enabled,Auto Timeout Enabled,Spray Wand Enabled,Cal Safe Enabled,Vibration f/back Enabled,Marker Type,Utility type,Utility Owner,RTC Update Info,SM_Log_Event,spare,Rx Ticketing Reference Number,Bargraph 1,Bargraph 2,Bargraph 3,Bargraph 4,Bargraph 5,Bargraph 6,Bargraph 7,Bargraph 8,Bargraph 9,Bargraph 10,Bargraph 11,Bargraph 12,Bargraph 13,Bargraph 14,Bargraph 15,Bargraph 16,Bargraph 17,Bargraph 18,Bargraph 19,Bargraph 20,Bargraph 21,Bargraph 22,Bargraph 23,Bargraph 24,Bargraph 25,Compass Enabled.1,CD Arrows,ACVG/FF Arrows,Compass Enabled.2,CD Arrows.1,ACVG/FF Arrows.1,Compass Enabled.3,CD Arrows.2,ACVG/FF Arrows.2,Compass Enabled.4,CD Arrows.3,ACVG/FF Arrows.3,Compass Enabled.5,CD Arrows.4,ACVG/FF Arrows.4,comp_disp 1,comp_disp 2,comp_disp 3,comp_disp 4,comp_disp 5,Swing Warning,Strike Alert,Overload Warning,F1 audio active,F2 audio active,Power audio active,Radio audio active,spare bit.1,Swing Warning.1,Strike Alert.1,Overload Warning.1,F1 audio active.1,F2 audio active.1,Power audio active.1,Radio audio active.1,spare bit.2,Swing Warning.2,Strike Alert.2,Overload Warning.2,F1 audio active.2,F2 audio active.2,Power audio active.2,Radio audio active.2,spare bit.3,Swing Warning.3,Strike Alert.3,Overload Warning.3,F1 audio active.3,F2 audio active.3,Power audio active.3,Radio audio active.3,spare bit.4,Swing Warning.4,Strike Alert.4,Overload Warning.4,F1 audio active.4,F2 audio active.4,Power audio active.4,Radio audio active.4,spare bit.5,Displayed Signal Strength 1,Displayed Signal Strength 2,Displayed Signal Strength 3,Displayed Signal Strength 4,Displayed Signal Strength 5,Tilt Blade angle 1,Tilt Blade angle 2,Tilt Blade angle 3,Tilt Blade angle 4,Tilt Blade angle 5,Tilt_Paddle angle 1,Tilt_Paddle angle 2,Tilt_Paddle angle 3,Tilt_Paddle angle 4,Tilt_Paddle angle 5,Depth,Current,Gain,F1 Signal Strength,F2 Signal Strength,Powersignal strength,Radio signal strength,Antenna Compass,CD Phase,ACVG/FF Phase,ACVG/FF Signal Strength,Dynamic Overload Protection,Spray Wand,GPS Reference point,spare bits,Magnetic Compass,Key Button Event,Battery Level,Temperature,Main Battery Volts,RTC Battery Volts,Ecert,Self Test,CD Reset,Cal Safe,Peak Detect,PCMx Peak Detect,MRX Peak Detect,spare bit.6,GPS Fix,Number of Sats,Altitude,HDOP,Latitude,Longitude,Rx Date,Rx Time,GPS Heading (in degrees),GPS Ground Speed,,,,,,,,
48,3,121047,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,10,19,17,14,12,11,9,7,10,8,14,12,14,11,10,10,9,7,31,26,24,24,21,20,17,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,110,98,80,79,81,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,165,165,139,171,171,1,1,0,2,2,1,-1,-2,-2,-2,0,0,140,0.218331,0,0,0,81,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,10,53,1,51.41908183,-2.5834875,1/17/2023,11:30:23,0,0,,,,,,,,
49,3,121048,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,16,12,11,10,8,8,7,6,5,13,10,20,22,19,26,24,23,19,17,14,12,20,17,15,22,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,70,99,104,79,55,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,243,243,109,256,256,2,-1,-6,2,-4,-3,-1,-2,-2,0,0,0,140,0.274734,0,0,0,55,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,53,0,51.41908,-2.5834875,1/17/2023,11:30:24,0,0,,,,,,,,
50,3,121049,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,25,22,17,14,12,18,14,11,10,8,10,9,9,9,12,10,19,19,19,15,13,10,15,27,28,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,70,78,103,102,101,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,237,237,155,169,169,2,1,1,0,-3,4,-2,0,-1,4,0,0,140,0.340451,0,0,0,101,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,54,0,51.419077,-2.583485667,1/17/2023,11:30:25,0,0,,,,,,,,
51,3,121050,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,27,21,17,20,16,14,13,11,11,13,11,8,7,6,9,10,24,23,22,18,14,12,9,7,30,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,112,116,80,128,134,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,239,239,176,161,161,4,-2,6,17,8,8,0,-10,-9,2,0,0,140,0.394312,0,0,0,134,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,54,0,51.41907383,-2.583484667,1/17/2023,11:30:26,0,0,,,,,,,,
52,3,121051,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,29,25,20,16,16,19,20,16,21,21,18,20,21,32,27,22,18,17,15,13,14,11,9,14,23,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,146,179,3,6,46,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,236,236,232,273,273,-3,-3,3,0,-1,-4,3,6,-2,-8,0,0,140,0.281933,0,0,0,46,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,54,0,51.41907033,-2.583483167,1/17/2023,11:30:27,0,0,,,,,,,,
53,3,121052,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,18,16,22,20,20,16,14,12,11,12,12,18,14,12,19,26,24,20,19,16,12,12,10,9,8,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,77,83,63,171,121,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,188,188,199,235,235,-2,-1,6,-2,-1,-3,1,0,-1,-5,0,0,140,0.0978796,0,0,0,121,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,54,0,51.41906733,-2.583480833,1/17/2023,11:30:28,0,0,,,,,,,,
54,3,121053,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,9,15,13,12,11,12,11,9,8,7,6,8,11,12,14,13,10,9,9,8,7,9,11,26,21,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,11,64,84,101,89,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,150,150,134,129,129,2,-6,-8,0,-1,-2,-3,-2,-5,-2,0,0,140,0.2514,0,0,0,89,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,54,0,51.419065,-2.583477833,1/17/2023,11:30:29,0,0,,,,,,,,
55,3,121054,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,17,13,11,23,19,16,15,16,13,10,25,21,17,24,20,17,16,14,12,10,8,7,8,14,19,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,68,90,107,103,115,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,174,174,198,246,246,2,-1,-2,-11,4,1,-7,-9,1,0,0,0,140,0.233661,0,0,0,115,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,55,1,51.41906233,-2.583471667,1/17/2023,11:30:30,0,0,,,,,,,,
56,3,121055,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,18,20,18,14,11,9,8,9,10,8,7,16,16,14,12,10,11,10,18,14,11,12,23,18,16,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,56,85,81,79,54,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,157,150,150,147,147,2,5,-6,-1,1,-1,-1,6,-11,-4,0,0,140,0.1912,0,0,0,54,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,55,0,51.41905917,-2.583465,1/17/2023,11:30:31,0,0,,,,,,,,
57,3,121056,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,13,29,24,19,15,13,10,11,9,9,8,8,15,16,15,12,28,23,19,17,15,15,13,10,9,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,80,92,73,63,80,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,210,198,198,188,188,1,6,-5,2,-8,-1,-3,1,-6,9,0,0,140,0.105028,0,0,0,80,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,55,0,51.419057,-2.583453833,1/17/2023,11:30:32,0,0,,,,,,,,
58,3,121057,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,7,5,4,3,3,8,15,31,26,25,21,21,18,15,26,23,20,18,15,12,10,25,20,17,14,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,84,50,52,68,87,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,169,160,160,259,259,-6,3,1,-5,-3,7,-4,-3,3,10,0,0,140,0.169349,0,0,0,87,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,55,0,51.4190545,-2.583447,1/17/2023,11:30:33,0,0,,,,,,,,
59,3,121058,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,12,24,20,16,13,15,12,10,14,15,13,10,10,10,14,25,21,16,14,13,16,16,13,11,22,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,98,88,65,67,94,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,205,190,190,189,189,-4,-1,-6,-2,-1,6,2,5,6,3,0,0,140,0.267763,0,0,0,94,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,56,0,51.4190525,-2.5834435,1/17/2023,11:30:34,0,0,,,,,,,,
60,3,121059,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,19,18,20,21,22,20,30,26,22,19,16,14,11,19,18,16,13,14,19,27,31,25,21,17,16,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,79,90,85,80,113,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,200,278,278,201,201,-1,-2,-11,-5,0,0,3,10,5,-1,0,0,140,0.194096,0,0,0,113,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,56,0,51.41904517,-2.583440667,1/17/2023,11:30:35,0,0,,,,,,,,
61,3,121060,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,14,11,9,7,5,4,4,3,15,40,37,31,24,20,19,15,17,26,25,20,23,21,17,29,25,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,79,64,80,82,70,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,260,91,91,328,328,-2,0,4,-2,2,-1,4,-4,4,15,0,0,140,0.314983,0,0,0,70,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,57,1,51.41903983,-2.583434667,1/17/2023,11:30:36,0,0,,,,,,,,
62,3,121061,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,21,18,19,18,16,13,18,17,22,21,16,13,11,10,8,12,10,16,14,22,21,17,14,12,10,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,98,20,74,85,90,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,287,223,223,163,163,-2,-1,-2,0,1,5,-1,5,8,1,0,0,140,0.11544,0,0,0,90,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,56,0,51.4190365,-2.5834275,1/17/2023,11:30:37,0,0,,,,,,,,
63,3,121062,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,24,21,18,14,25,21,18,14,11,9,22,20,17,14,12,16,16,17,19,28,31,27,27,23,19,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,103,87,76,7,166,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,193,234,234,192,192,1,-3,-7,0,-1,1,1,7,1,3,0,0,140,0.243143,0,0,0,166,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,57,1,51.4190325,-2.583421833,1/17/2023,11:30:38,0,0,,,,,,,,
64,3,121063,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,19,18,14,11,12,12,9,7,12,10,17,30,23,19,15,12,10,20,24,44,47,39,31,29,24,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,67,82,121,113,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,297,160,160,218,218,-4,2,1,-4,-11,6,-4,-2,4,6,0,0,140,0.295801,0,0,0,113,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,57,0,51.41902767,-2.583413833,1/17/2023,11:30:39,0,0,,,,,,,,
65,3,121064,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,20,26,25,22,19,19,20,18,16,21,17,14,15,14,18,36,43,34,27,23,20,17,14,12,9,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,116,104,90,99,86,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,398,267,267,255,277,-5,3,0,1,1,4,-3,-2,-1,-3,0,0,140,0.14908,0,0,0,86,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,57,1,51.41902267,-2.583406833,1/17/2023,11:30:40,0,0,,,,,,,,
66,3,121065,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,13,29,24,20,18,20,16,14,15,16,16,13,28,24,20,24,20,16,14,12,16,25,20,17,19,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,99,105,91,93,113,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,277,248,248,248,217,-2,4,-3,2,-4,1,5,6,-6,4,0,0,140,0.226434,0,0,0,113,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,56,0,51.41901817,-2.5834005,1/17/2023,11:30:41,0,0,,,,,,,,
