,Session Reference,Log Record Identifier,Language,Frequency,Operating Mode,Antenna Mode,Accessory Mode,GPS Mode,RTC Time Updated,spare bit,BT Mode,BT ASCII Format,BLE Mode,BLE ASCII Format,Battery Type,Volume Setting,Tx O/P Setting,Power Mode,Sonde/Line,LR Arrows Type,Depth Units,Tx Status,Compass Enabled,Strike Alert Enabled,Swing Alert Enabled,Side Step Enabled,Auto Timeout Enabled,Spray Wand Enabled,Cal Safe Enabled,Vibration f/back Enabled,Marker Type,Utility type,Utility Owner,RTC Update Info,SM_Log_Event,spare,Rx Ticketing Reference Number,Bargraph 1,Bargraph 2,Bargraph 3,Bargraph 4,Bargraph 5,Bargraph 6,Bargraph 7,Bargraph 8,Bargraph 9,Bargraph 10,Bargraph 11,Bargraph 12,Bargraph 13,Bargraph 14,Bargraph 15,Bargraph 16,Bargraph 17,Bargraph 18,Bargraph 19,Bargraph 20,Bargraph 21,Bargraph 22,Bargraph 23,Bargraph 24,Bargraph 25,Compass Enabled.1,CD Arrows,ACVG/FF Arrows,Compass Enabled.2,CD Arrows.1,ACVG/FF Arrows.1,Compass Enabled.3,CD Arrows.2,ACVG/FF Arrows.2,Compass Enabled.4,CD Arrows.3,ACVG/FF Arrows.3,Compass Enabled.5,CD Arrows.4,ACVG/FF Arrows.4,comp_disp 1,comp_disp 2,comp_disp 3,comp_disp 4,comp_disp 5,Swing Warning,Strike Alert,Overload Warning,F1 audio active,F2 audio active,Power audio active,Radio audio active,spare bit.1,Swing Warning.1,Strike Alert.1,Overload Warning.1,F1 audio active.1,F2 audio active.1,Power audio active.1,Radio audio active.1,spare bit.2,Swing Warning.2,Strike Alert.2,Overload Warning.2,F1 audio active.2,F2 audio active.2,Power audio active.2,Radio audio active.2,spare bit.3,Swing Warning.3,Strike Alert.3,Overload Warning.3,F1 audio active.3,F2 audio active.3,Power audio active.3,Radio audio active.3,spare bit.4,Swing Warning.4,Strike Alert.4,Overload Warning.4,F1 audio active.4,F2 audio active.4,Power audio active.4,Radio audio active.4,spare bit.5,Displayed Signal Strength 1,Displayed Signal Strength 2,Displayed Signal Strength 3,Displayed Signal Strength 4,Displayed Signal Strength 5,Tilt Blade angle 1,Tilt Blade angle 2,Tilt Blade angle 3,Tilt Blade angle 4,Tilt Blade angle 5,Tilt_Paddle angle 1,Tilt_Paddle angle 2,Tilt_Paddle angle 3,Tilt_Paddle angle 4,Tilt_Paddle angle 5,Depth,Current,Gain,F1 Signal Strength,F2 Signal Strength,Powersignal strength,Radio signal strength,Antenna Compass,CD Phase,ACVG/FF Phase,ACVG/FF Signal Strength,Dynamic Overload Protection,Spray Wand,GPS Reference point,spare bits,Magnetic Compass,Key Button Event,Battery Level,Temperature,Main Battery Volts,RTC Battery Volts,Ecert,Self Test,CD Reset,Cal Safe,Peak Detect,PCMx Peak Detect,MRX Peak Detect,spare bit.6,GPS Fix,Number of Sats,Altitude,HDOP,Latitude,Longitude,Rx Date,Rx Time,GPS Heading (in degrees),GPS Ground Speed,,,,,,,,
10,3,121009,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,17,15,13,10,10,19,15,13,10,8,7,6,11,9,11,13,11,9,9,8,11,9,11,11,10,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,68,79,71,77,87,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,119,171,171,122,122,-9,5,4,2,-6,4,-6,3,3,6,0,0,140,0.175875,0,0,0,87,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,50,1,51.41924717,-2.583582,1/17/2023,11:29:45,0,0,,,,,,,,
11,3,121010,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,15,12,17,17,17,15,18,15,12,11,9,10,8,6,5,16,15,15,12,13,13,11,11,12,13,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,67,94,101,118,103,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,134,191,191,124,124,0,1,5,-4,0,8,1,-4,3,-4,0,0,140,0.161506,0,0,0,103,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,52,1,51.41924417,-2.583573667,1/17/2023,11:29:46,0,0,,,,,,,,
12,3,121011,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,14,11,16,14,13,11,9,8,6,18,18,17,15,12,10,15,12,10,9,7,6,5,4,3,4,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,72,71,94,96,89,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,157,142,142,175,175,3,-1,5,5,-3,9,6,2,-4,-1,0,0,140,0.0563177,0,0,0,89,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,53,1,51.41924,-2.583575333,1/17/2023,11:29:47,0,0,,,,,,,,
13,3,121012,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,5,5,6,13,15,24,20,24,20,18,17,16,13,11,9,7,6,8,18,14,16,13,15,12,10,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,67,81,83,95,104,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,73,187,187,156,156,-5,-3,11,8,-2,5,0,-5,-4,0,0,0,140,0.138178,0,0,0,104,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,53,1,51.41923367,-2.583572833,1/17/2023,11:29:48,0,0,,,,,,,,
14,3,121013,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,12,11,10,21,17,13,10,9,8,17,16,15,11,14,11,9,13,16,13,12,10,8,6,5,8,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,79,47,78,73,61,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,166,160,160,161,161,-2,-3,-1,-1,-1,3,1,-1,-5,-4,0,0,140,0.103095,0,0,0,61,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,53,1,51.41922533,-2.583568167,1/17/2023,11:29:49,0,0,,,,,,,,
15,3,121014,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,9,11,10,8,7,10,11,18,15,12,10,8,7,8,9,7,6,20,24,26,21,17,13,11,16,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,70,89,80,73,93,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,128,136,136,116,116,-2,0,-4,1,10,-5,2,1,-2,-3,0,0,140,0.19611,0,0,0,93,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,53,1,51.419216,-2.583559667,1/17/2023,11:29:50,0,0,,,,,,,,
16,3,121015,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,14,12,18,25,24,18,15,13,10,8,7,8,10,10,8,7,8,16,24,19,21,19,15,13,10,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,82,88,93,85,89,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,227,218,218,104,206,-2,-4,-4,1,2,2,4,10,-1,-9,0,0,140,0.123249,0,0,0,89,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,52,1,51.41920683,-2.583561,1/17/2023,11:29:51,0,0,,,,,,,,
17,3,121016,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,8,6,5,6,4,6,13,11,9,7,7,10,13,10,9,12,11,10,9,10,20,17,14,12,12,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,83,97,77,88,94,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,206,94,94,119,165,1,-10,-2,-3,3,-1,10,4,6,-4,0,0,140,0.149618,0,0,0,94,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,51,1,51.419197,-2.583555833,1/17/2023,11:29:52,0,0,,,,,,,,
18,3,121017,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,10,13,15,13,10,11,10,8,6,7,11,8,9,8,7,5,4,3,13,21,24,19,15,12,11,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,107,90,102,115,97,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,165,141,141,93,176,-2,-5,-8,0,0,2,5,0,1,3,0,0,140,0.133945,0,0,0,97,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,51,1,51.4191895,-2.583539167,1/17/2023,11:29:53,0,0,,,,,,,,
19,3,121018,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,9,7,5,12,9,8,6,6,7,6,6,12,10,8,10,17,14,16,16,13,12,11,9,12,15,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,89,75,97,88,89,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,176,102,102,114,163,1,-4,3,-1,-3,-2,0,-2,1,6,0,0,140,0.179502,0,0,0,89,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,51,1,51.41918283,-2.5835345,1/17/2023,11:29:54,0,0,,,,,,,,
20,3,121019,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,12,9,13,14,11,9,8,7,9,10,15,16,12,10,10,8,6,5,4,3,2,2,14,14,12,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,89,99,101,89,91,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,163,137,137,140,76,1,-5,0,-1,-2,-2,1,3,-3,6,0,0,140,0.151728,0,0,0,91,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,51,1,51.41917617,-2.583529833,1/17/2023,11:29:55,0,0,,,,,,,,
21,3,121020,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,13,10,8,7,6,4,14,12,11,9,13,13,11,9,8,16,23,25,20,21,17,15,12,16,15,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,92,113,104,136,117,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,76,121,121,137,234,4,-1,-4,0,-1,0,-4,-1,-2,0,0,0,140,0.178643,0,0,0,117,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,51,1,51.41917,-2.583532333,1/17/2023,11:29:56,0,0,,,,,,,,
22,3,121021,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,19,18,14,20,16,13,13,11,11,12,10,11,9,7,12,12,10,8,6,8,19,26,22,18,14,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,83,95,87,90,103,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,234,201,201,129,181,-2,-2,1,1,0,0,-1,7,-1,-2,0,0,140,0.173503,0,0,0,103,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,51,1,51.419164,-2.583540333,1/17/2023,11:29:57,0,0,,,,,,,,
23,3,121022,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,12,10,8,13,13,11,9,8,12,23,18,16,13,11,14,12,15,17,14,11,17,16,13,11,10,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,90,93,97,104,82,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,181,147,147,180,179,0,5,0,0,-1,-3,4,1,-3,1,0,0,140,0.131832,0,0,0,82,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,51,1,51.41916017,-2.583543667,1/17/2023,11:29:58,0,0,,,,,,,,
24,3,121023,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,11,10,8,10,8,7,7,14,14,11,10,8,7,6,13,16,12,10,8,9,7,9,21,17,16,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,76,98,87,89,75,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,179,113,113,133,148,-2,1,-3,-3,-6,8,-5,0,0,3,0,0,140,0.201749,0,0,0,75,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,52,1,51.41915533,-2.5835445,1/17/2023,11:29:59,0,0,,,,,,,,
25,3,121024,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,20,17,13,11,15,14,27,25,21,18,14,13,24,19,16,12,16,13,12,9,8,9,17,15,15,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,78,100,110,97,91,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,148,196,196,249,157,-3,-2,-3,1,-2,5,0,2,-4,-3,0,0,140,0.205244,0,0,0,91,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,52,1,51.41915167,-2.583538833,1/17/2023,11:30:00,0,0,,,,,,,,
26,3,121025,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,14,32,27,24,24,30,25,21,16,19,16,12,21,17,13,10,14,14,12,11,13,11,14,11,9,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,113,75,75,92,105,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,157,293,225,225,158,-3,1,2,-2,-5,0,2,-3,-3,5,0,0,140,0.10689,0,0,0,105,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,51,1,51.41914733,-2.5835395,1/17/2023,11:30:01,0,0,,,,,,,,
27,3,121026,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,7,13,15,13,11,10,15,12,14,16,15,12,9,12,15,14,17,23,21,17,14,13,11,21,18,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,86,107,101,86,99,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,158,145,166,166,202,-5,-1,-4,-1,-1,0,-4,-3,9,-4,0,0,140,0.218667,0,0,0,99,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,51,1,51.41914117,-2.5835355,1/17/2023,11:30:02,0,0,,,,,,,,
28,3,121027,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,16,13,10,8,8,6,19,15,19,16,13,11,9,8,6,14,17,22,20,16,13,12,18,14,11,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,79,125,103,87,91,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,202,158,170,170,196,-5,1,3,-12,2,1,0,-2,3,-1,0,0,140,0.136763,0,0,0,91,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,51,1,51.41913733,-2.583531,1/17/2023,11:30:03,0,0,,,,,,,,
